product_id,attribute_id,confidence,evidence,model
B07KD6XFQZ,attribute_530828b3049769bc,0.9,Material: Foam,deepseek-v4-flash
B07KD6XFQZ,attribute_f907d3441c6a198a,0.9,Unit Count: 12.00 Count,deepseek-v4-flash
B07KD6XFQZ,attribute_a541fc05abd5a052,0.75,title: 12Pcs,deepseek-v4-flash
B07KD6XFQZ,attribute_a64490da866eb222,0.65,title: red,deepseek-v4-flash
B07DLGQBF5,attribute_50dbe08612efe4ba,0.95,store: BECCA,deepseek-v4-flash
B07DLGQBF5,attribute_c301b5888660fbbb,0.9,Item Form: powder,deepseek-v4-flash
B07DLGQBF5,attribute_8b33d88a2bc54cce,0.9,"Color: Bronze, Peach",deepseek-v4-flash
B00MGLADU8,attribute_94f1c02ccfe3364c,0.95,store: VAGA,deepseek-v4-flash
B08WL67Y7W,attribute_37f893df5ea0540a,0.95,store: Polish Me Silly,deepseek-v4-flash
B08WL67Y7W,attribute_2ac91817c6dc2ed6,0.9,Unit Count: 1.00 Count,deepseek-v4-flash
B08WL67Y7W,attribute_34533587cc1bab95,0.75,title: 0.5 Fl. Oz,deepseek-v4-flash
B08WL67Y7W,attribute_f86654b7149035ea,0.65,title: green,deepseek-v4-flash
B08CGV3RR9,attribute_ade2617e20836e14,0.95,store: Stamped Glorious,deepseek-v4-flash
B08CGV3RR9,attribute_cd744dd77d211b38,0.9,Material: Synthetic,deepseek-v4-flash
B08CGV3RR9,attribute_144088894d57278b,0.9,"Hair Type: Curly,Kinky",deepseek-v4-flash
B08CGV3RR9,attribute_f03aa5d3452da917,0.65,title: black,deepseek-v4-flash
B07XYVPQQK,attribute_be57b8ad4ccc967e,0.95,store: PLADIO,deepseek-v4-flash
B07XYVPQQK,attribute_0efeb815415e9186,0.9,Material: Human Hair,deepseek-v4-flash
B07XYVPQQK,attribute_3c6b220fd942dff3,0.9,Hair Type: Straight,deepseek-v4-flash
B07XYVPQQK,attribute_c2364ab92487a038,0.75,title: 8 inch,deepseek-v4-flash
B07XYVPQQK,attribute_f03aa5d3452da917,0.65,title: black,deepseek-v4-flash
B017A0PAFW,attribute_5d1839ecce8130c7,0.95,store: COKOHAPPY,rules
B077MWYVLC,attribute_cd6afc80a1683bf2,0.95,store: Bielenda,deepseek-v4-flash
B077MWYVLC,attribute_af71680c3079f29f,0.9,Item Form: Cream,deepseek-v4-flash
B077MWYVLC,attribute_11e610d24b0771b9,0.9,Unit Count: 1.00 Fl Oz,deepseek-v4-flash
B077MWYVLC,attribute_2df7a61d6a6c1b35,0.75,title: 1 FL OZ,deepseek-v4-flash
B08VGYCWQ7,attribute_62a3254f205355c1,0.95,store: CaserBay,deepseek-v4-flash
B08VGYCWQ7,attribute_8ba8db87ff92bb46,0.9,Item Form: Pair,deepseek-v4-flash
B08VGYCWQ7,attribute_2ac91817c6dc2ed6,0.9,Unit Count: 1.00 Count,deepseek-v4-flash
B087CK2GB4,attribute_49b30e4679274169,0.95,store: J & H VARIETY PERFUME,deepseek-v4-flash
B087CK2GB4,attribute_04bafd83548381d1,0.9,Item Form: Spray,deepseek-v4-flash
B087CK2GB4,attribute_01492e60c62a18e7,0.9,Unit Count: 2.3 Fl Oz,deepseek-v4-flash
B087CK2GB4,attribute_1ab4b8ffdfec4f8f,0.65,title: white,deepseek-v4-flash
B00X8CFLNS,attribute_0d766ef3876dd308,0.95,store: STARDEL,rules
B00X8CFLNS,attribute_522770f1c65cc5a4,0.75,title: 3PACK,rules
B00X8CFLNS,attribute_f03aa5d3452da917,0.65,title: black,rules
B07CMWX44V,attribute_8d189f025648e42a,0.95,store: Toycamp,rules
B072N2JF9V,attribute_c885d12ed2e26f92,0.95,store: Farmermaker,deepseek-v4-flash
B072N2JF9V,attribute_66775ae2ae3e78b4,0.9,Scent: Fresh,deepseek-v4-flash
B072N2JF9V,attribute_6c57fe59edb4b29a,0.75,title: 10ml,deepseek-v4-flash
B09BNDHBHF,attribute_402fbc5460267f4d,0.95,store: QrBxa,deepseek-v4-flash
B09BNDHBHF,attribute_a0f92e4defc47e1c,0.9,Item Form: Stick,deepseek-v4-flash
B09BNDHBHF,attribute_3c78a96ee5d233e5,0.9,"Product Benefits: Stain,Makeup Remover,Brightening,Gentle,Long-lasting,Makeup",deepseek-v4-flash
B09BNDHBHF,attribute_241a0b89b4acac63,0.75,title: 20 Pcs,deepseek-v4-flash
B09BNDHBHF,attribute_a64490da866eb222,0.65,title: red,deepseek-v4-flash
B00PZY165E,attribute_2e45686e390f9277,0.95,store: Genuine African Formula,deepseek-v4-flash
B00PZY165E,attribute_c0ba13428d7f1621,0.9,Unit Count: 8.00 Fl Oz,deepseek-v4-flash
B00PZY165E,attribute_611fe1fe495ea409,0.75,title: 8 oz,deepseek-v4-flash
B004VH2OSO,attribute_b7f2fbfcf270c92a,1.0,Degree Deod Inv Sld Clean,deepseek-v4-flash
B004VH2OSO,attribute_7dcabe8b976d0468,0.9,A men's antiperspirant,deepseek-v4-flash
B004VH2OSO,attribute_668ec7293536c844,0.9,clean neutral scent and a slight hint of citrus,deepseek-v4-flash
B004VH2OSO,attribute_dc89b226e436ec23,0.9,48-hour dry protection,deepseek-v4-flash
B004VH2OSO,attribute_222b99ad5e0c9477,0.9,men's antiperspirant,deepseek-v4-flash
B06W2K5ZFX,attribute_665f854442c22949,0.95,store: Asquith & Somerset,deepseek-v4-flash
B06W2K5ZFX,attribute_a520aac71d9029b5,0.9,Scent: Coconut,deepseek-v4-flash
B06W2K5ZFX,attribute_2d0de2dba34009e6,1.0,Luxury SALT Scrub,deepseek-v4-flash
B06W2K5ZFX,attribute_2e59c87f4811f8a0,0.8,ORGANIC Coconut Extracts,deepseek-v4-flash
B0C5V83YMB,attribute_3eb04d1af3a1e8c9,0.95,store: YouClean,deepseek-v4-flash
B0C5V83YMB,attribute_fc6db98750f95668,0.9,Skin Type: All,deepseek-v4-flash
B0C5V83YMB,attribute_dc671fb92996a58d,0.9,Scent: Tea Party,deepseek-v4-flash
B0C5V83YMB,attribute_da84be739250c281,0.9,Item Form: Sheet,deepseek-v4-flash
B0C5V83YMB,attribute_fc903d76c6521c0c,1.0,Soap Sheets,deepseek-v4-flash
B0C5V83YMB,attribute_566cd3ce6ccbb52f,0.9,Portable Travel Size,deepseek-v4-flash
B0C5V83YMB,attribute_400ff1251bc79406,0.9,Antibacterial,deepseek-v4-flash
B0C5V83YMB,attribute_189773af89092471,0.8,all-natural plant-based ingredients,deepseek-v4-flash
B0B7WHWMC1,attribute_12386dcb7036c613,0.95,store: Dr.Althea,deepseek-v4-flash
B0B7WHWMC1,attribute_fc6db98750f95668,0.9,Skin Type: All,deepseek-v4-flash
B0B7WHWMC1,attribute_8fc0fc81776a0e7f,0.9,Unit Count: 1.75 Fl Oz,deepseek-v4-flash
B0B7WHWMC1,attribute_1ab4b8ffdfec4f8f,0.65,title: white,deepseek-v4-flash
B08543WQLC,attribute_6b49a7cea6ab5b0b,0.95,store: Hempz,deepseek-v4-flash
B08543WQLC,attribute_09d1323b702dd3e5,0.9,Scent: Mango,deepseek-v4-flash
B08543WQLC,attribute_04bafd83548381d1,0.9,Item Form: Spray,deepseek-v4-flash
B08543WQLC,attribute_0cc99efeb3507807,0.9,Unit Count: 6.00 Fl Oz,deepseek-v4-flash
B08543WQLC,attribute_55774c5f29f3f538,0.75,title: 6 oz,deepseek-v4-flash
B08543WQLC,attribute_1ab4b8ffdfec4f8f,0.65,title: white,deepseek-v4-flash
B0777W6C4X,attribute_0359ca386e43c481,0.95,store: tweexy,deepseek-v4-flash
B0777W6C4X,attribute_056ad6b880d33cf9,0.9,Item Form: Wrap,deepseek-v4-flash
B0777W6C4X,attribute_0a830a0b71ef95ce,0.9,Color: Bonbon Pink - Spa Green,deepseek-v4-flash
B0777W6C4X,attribute_320c95d539518c2e,0.9,Unit Count: 2.00 Count,deepseek-v4-flash
B0777W6C4X,attribute_f86654b7149035ea,0.65,title: green,deepseek-v4-flash
B07SSFL9T5,attribute_59a140c1e151f0ba,0.95,store: CANMAKE,deepseek-v4-flash
B07SSFL9T5,attribute_c301b5888660fbbb,0.9,Item Form: Powder,deepseek-v4-flash
B07SSFL9T5,attribute_cb54b23e19c22a4e,0.75,title: 4g,deepseek-v4-flash
B01DTU7VM2,attribute_2cc7d97b0f43a803,0.95,store: Boston Nail Art,deepseek-v4-flash
B01DTU7VM2,attribute_2ac91817c6dc2ed6,0.9,Unit Count: 1.00 Count,deepseek-v4-flash
B0813F6K6X,attribute_69f55f3675cf0aba,0.95,store: ROSALIND,deepseek-v4-flash
B0813F6K6X,attribute_42f2ef53eef1b341,0.9,Item Form: Gel,deepseek-v4-flash
B0813F6K6X,attribute_9869a09bb090a3e0,0.9,Unit Count: 4.0 Ounce,deepseek-v4-flash
B0813F6K6X,attribute_a64490da866eb222,0.65,title: red,deepseek-v4-flash
B08FYZ9VJY,attribute_4709337aee0ea0fd,0.95,store: Eizniz,deepseek-v4-flash
B08FYZ9VJY,attribute_056ad6b880d33cf9,0.9,Item Form: Wrap,deepseek-v4-flash
B08FYZ9VJY,attribute_14d1b8cad5f34f67,0.9,Material: Wool,deepseek-v4-flash
B08FYZ9VJY,attribute_02818d64fc41f7fa,0.9,Unit Count: 1.7637 Ounce,deepseek-v4-flash
B08FYZ9VJY,attribute_d457f80056de2e67,0.75,title: 320g,deepseek-v4-flash
B017J17QQ8,attribute_900f39da4791bc1e,0.95,store: Unilever,deepseek-v4-flash
B017J17QQ8,attribute_fc6db98750f95668,0.9,Skin Type: All,deepseek-v4-flash
B017J17QQ8,attribute_7329e16749ccebc6,0.9,Scent: Almond,deepseek-v4-flash
B017J17QQ8,attribute_9ec11ecb096b876f,0.9,Item Form: Bar,deepseek-v4-flash
B017J17QQ8,attribute_b908008de1708136,0.75,title: 12 oz,deepseek-v4-flash
B07LD62HVC,attribute_053141523094091f,0.95,store: JFFX,deepseek-v4-flash
B07LD62HVC,attribute_0efeb815415e9186,0.9,Material: Human Hair,deepseek-v4-flash
B07LD62HVC,attribute_3c6b220fd942dff3,0.9,Hair Type: Straight,deepseek-v4-flash
B07LD62HVC,attribute_4fba6f3cfc8206d0,0.75,title: 80g,deepseek-v4-flash
B07FBYY9LD,attribute_4e0beef63f1ba232,0.95,store: Vaupan,rules
B07FBYY9LD,attribute_a64490da866eb222,0.65,title: red,rules
B08RBDB6ZT,attribute_d3f93fb37fe22120,0.95,store: Fashiontats,deepseek-v4-flash
B08RBDB6ZT,attribute_5b795c08ea06eb3f,0.9,"Color: Red, Clear",deepseek-v4-flash
B08RBDB6ZT,attribute_131f7a9ba5137514,0.9,Size: 28 Piece Set,deepseek-v4-flash
B08RBDB6ZT,attribute_a64490da866eb222,0.65,title: red,deepseek-v4-flash
B0166R6XBU,attribute_0c6ec1bcaf559b7b,0.95,store: BATH ACCESSORIES,deepseek-v4-flash
B0166R6XBU,attribute_0aad32830a89bc1c,0.9,Material: Nylon,deepseek-v4-flash
B0166R6XBU,attribute_a4ebc76a1fabaee3,0.9,Color: Bicycles,deepseek-v4-flash
B0166R6XBU,attribute_98b62b753c45651c,0.9,Size: 1-Pack,deepseek-v4-flash
B09MF7XKPR,attribute_bbb6fb8ecad762be,0.95,store: MADHOLLY,deepseek-v4-flash
B09MF7XKPR,attribute_8166dd5498eb480d,0.9,Material: kc gold,deepseek-v4-flash
B09MF7XKPR,attribute_4dbd28dfa71202ca,0.9,"Color: Gold,White",deepseek-v4-flash
B09MF7XKPR,attribute_a3e15900fc78187c,0.9,Hair Type: All,deepseek-v4-flash
B09MF7XKPR,attribute_9441402397455d8b,0.75,title: 24Pcs,deepseek-v4-flash
B09MF7XKPR,attribute_dade4590d7137f15,0.65,title: gold,deepseek-v4-flash
B07RYN86RV,attribute_542e93f2ccb109b5,0.95,store: CHOP MALL,deepseek-v4-flash
B083TPC3HN,attribute_1069a20e86fae9e1,0.95,store: Mise En Scene,deepseek-v4-flash
B083TPC3HN,attribute_84ac5032da6d80a8,0.9,Item Form: Foam,deepseek-v4-flash
B083TPC3HN,attribute_4f2261b639dab4c6,0.9,Hair Type: Normal,deepseek-v4-flash
B083TPC3HN,attribute_b96630ed250523ee,0.65,title: brown,deepseek-v4-flash
B07NXS6YJ3,attribute_903af2025e25a7c3,0.95,store: LASHVIEW,deepseek-v4-flash
B07NXS6YJ3,attribute_eb2c589f77a4e2ad,0.9,Item Form: Individual,deepseek-v4-flash
B07NXS6YJ3,attribute_2ac91817c6dc2ed6,0.9,Unit Count: 1.00 Count,deepseek-v4-flash
B07NXS6YJ3,attribute_7f4f251ddccda267,0.75,title: 0.07mm,deepseek-v4-flash
B07CJQSG5M,attribute_ce231ca028103daa,0.95,store: Plexaderm,rules
B016ZES556,attribute_e458ed9489bc8650,0.95,store: Vivo Per Lei & Jarosa Mr. MOTH,rules
B016ZES556,attribute_b0e7639675c3e763,0.75,title: 1.7 fl.oz,rules
B07X9L2XZT,attribute_cc9947b93d12d567,0.95,store: Tongcloud,rules
B07X9L2XZT,attribute_8f250fa9db0de2d1,0.75,title: 12 pcs,rules
B0978NWY6R,attribute_f34bbb98415aa05f,0.95,store: Fongly,deepseek-v4-flash
B0978NWY6R,attribute_0efeb815415e9186,0.9,Material: Human Hair,deepseek-v4-flash
B0978NWY6R,attribute_f5014e73afcc8131,0.9,Hair Type: Wavy,deepseek-v4-flash
B0978NWY6R,attribute_9c9d9eadb3298777,0.75,title: 24 Inch,deepseek-v4-flash
B0978NWY6R,attribute_f03aa5d3452da917,0.65,title: black,deepseek-v4-flash
B08PNXDY6F,attribute_585c692bdbfef718,0.95,store: Goldfinch,deepseek-v4-flash
B08PNXDY6F,attribute_0efeb815415e9186,0.9,Material: Human Hair,deepseek-v4-flash
B08PNXDY6F,attribute_3c6b220fd942dff3,0.9,Hair Type: Straight,deepseek-v4-flash
B08PNXDY6F,attribute_25463c047f4416ec,0.75,title: 10 Inches,deepseek-v4-flash
B08PNXDY6F,attribute_b96630ed250523ee,0.65,title: brown,deepseek-v4-flash
B07HPC9TLX,attribute_8e910a68ab7bbb9b,0.95,store: Newport Cosmeceuticals,deepseek-v4-flash
B07HPC9TLX,attribute_eadb26207a132ac7,0.9,"Skin Type: Oily, Combination, Dry, Normal",deepseek-v4-flash
B08L4RQ3MV,attribute_ed1433ed3c42ce21,0.95,store: Tecbeauty,rules
B08L4RQ3MV,attribute_ec059e792e40c5de,0.75,title: 4pcs,rules
B07RW78DS8,attribute_bea2908857f15af9,0.95,store: Cherubb,deepseek-v4-flash
B07RW78DS8,attribute_eaf80224953940f3,0.9,Color: Nude,deepseek-v4-flash
B07RW78DS8,attribute_a3e15900fc78187c,0.9,Hair Type: All,deepseek-v4-flash
B07RW78DS8,attribute_0aad32830a89bc1c,0.9,premium nylon headbands,deepseek-v4-flash
B07RW78DS8,attribute_5426ae370f0305c2,0.9,ONE SIZE FITS ALL,deepseek-v4-flash
B07RW78DS8,attribute_7479fde1126b6127,0.9,Nylon Headbands for Baby Girls,deepseek-v4-flash
B07RW78DS8,attribute_5997510a7e03ce8e,0.9,JUMBO BULK PACK OF 100,deepseek-v4-flash
B07RW78DS8,attribute_afe2644fd97b63ff,0.8,for Baby Girls,deepseek-v4-flash
B07RW78DS8,attribute_aab0e6464d9ac0bd,0.9,Snap closure,deepseek-v4-flash
B08ND729SK,attribute_d58913379b9a9427,0.95,store: SOFEIYAN,deepseek-v4-flash
B08ND729SK,attribute_cd744dd77d211b38,0.9,Material: Synthetic,deepseek-v4-flash
B08ND729SK,attribute_3c6b220fd942dff3,0.9,Hair Type: Straight,deepseek-v4-flash
B08ND729SK,attribute_f03aa5d3452da917,0.65,title: black,deepseek-v4-flash
B08ND729SK,attribute_03ed2581a6f2d59d,0.9,Clip in Bangs Hair Extensions,deepseek-v4-flash
B08ND729SK,attribute_857b7e75c7242c90,0.9,off Black,deepseek-v4-flash
B08ND729SK,attribute_9e04c9fc363cde8b,0.9,Clip in Bangs,deepseek-v4-flash
B085Y57C8G,attribute_f809ae7b235f0804,0.95,store: FAAAL,deepseek-v4-flash
B085Y57C8G,attribute_0efeb815415e9186,0.9,Material: Human Hair,deepseek-v4-flash
B085Y57C8G,attribute_3c6b220fd942dff3,0.9,Hair Type: Straight,deepseek-v4-flash
B085Y57C8G,attribute_4fba6f3cfc8206d0,0.75,title: 80g,deepseek-v4-flash
B085Y57C8G,attribute_a64490da866eb222,0.65,title: red,deepseek-v4-flash
B085Y57C8G,attribute_564293b96031155b,0.9,Human Hair Ponytail Extensions,deepseek-v4-flash
B085Y57C8G,attribute_4eea98ff36c0c0e3,0.9,#1 Jet Black,deepseek-v4-flash
B085Y57C8G,attribute_5e6b97f3efba1794,0.9,80g,deepseek-v4-flash
B085Y57C8G,attribute_9e04c9fc363cde8b,0.9,Clip in Hair Extensions,deepseek-v4-flash
B07WXPMB38,attribute_c15b49b9ce2e04ab,0.95,store: LAAVOO,deepseek-v4-flash
B07WXPMB38,attribute_3c6b220fd942dff3,0.9,Hair Type: Straight,deepseek-v4-flash
B07WXPMB38,attribute_003fa00e3406d5a6,0.75,title: 20pcs,deepseek-v4-flash
B07WXPMB38,attribute_b96630ed250523ee,0.65,title: brown,deepseek-v4-flash
B08ZCGKGHR,attribute_43726ead1f1ab0d8,0.95,store: Vivilly,deepseek-v4-flash
B08ZCGKGHR,attribute_b35bc3a5a95c4178,0.9,Material: Acrylic,deepseek-v4-flash
B08ZCGKGHR,attribute_436a5a52435e900e,0.9,Size: Large,deepseek-v4-flash
B09FDTDK3G,attribute_1f377756d4da4ed9,0.95,store: Dodo,deepseek-v4-flash
B09FDTDK3G,attribute_eb2c589f77a4e2ad,0.9,Item Form: Individual,deepseek-v4-flash
B09FDTDK3G,attribute_7ac65a24bc64e3d7,0.9,Material: Polybutylene Terephthalate Fiber,deepseek-v4-flash
B09FDTDK3G,attribute_17c64989f60d2d73,0.75,title: 07mm,deepseek-v4-flash
B01IRX4X4K,attribute_bd927388d4779892,0.95,store: wet n wild,rules
B089Q6KLHS,attribute_188477a97f592690,0.95,store: Iteryn,deepseek-v4-flash
B089Q6KLHS,attribute_f2842a1505e6176c,0.9,"Hair Type: Wavy, Dry, Curly, Thick",deepseek-v4-flash
B089Q6KLHS,attribute_320c95d539518c2e,0.9,Unit Count: 2.00 Count,deepseek-v4-flash
B089Q6KLHS,attribute_f03aa5d3452da917,0.65,title: black,deepseek-v4-flash
B089Q6KLHS,attribute_b855367f0fae3303,0.9,"Hair Type: Wavy, Dry, Curly, Thick",deepseek-v4-flash
B089Q6KLHS,attribute_04bf0ea28b030c7b,0.9,Unit Count: 2.00 Count,deepseek-v4-flash
B089Q6KLHS,attribute_db9d4112dbe694d0,0.8,BLACK&PINK in title,deepseek-v4-flash
B089Q6KLHS,attribute_c2c7a62e61e04543,0.8,Detangling Brush Set in title,deepseek-v4-flash
B07LGZF4YV,attribute_0b520570b9fb9461,0.95,store: Wild Man Tame Beard,deepseek-v4-flash
B07LGZF4YV,attribute_3531b62ea3cfae30,0.9,Scent: Unscented,deepseek-v4-flash
B07LGZF4YV,attribute_03ec94aec1ae46f9,0.9,"Item Form: Oil, Wax",deepseek-v4-flash
B07LGZF4YV,attribute_ac46e4a4dd3ef7b4,0.9,Hair Type: Coarse,deepseek-v4-flash
B07LGZF4YV,attribute_aa7ddf34ef02a42d,0.9,"Item Form: Oil, Wax",deepseek-v4-flash
B07LGZF4YV,attribute_65a2344999079f5c,0.9,Hair Type: Coarse,deepseek-v4-flash
B07LGZF4YV,attribute_5b18a77dfb0570fe,0.8,Beard Grooming Kit in title,deepseek-v4-flash
B07BXHZLV4,attribute_0efeb815415e9186,0.9,Material: Human Hair,deepseek-v4-flash
B07BXHZLV4,attribute_3c6b220fd942dff3,0.9,Hair Type: Straight,deepseek-v4-flash
B07BXHZLV4,attribute_f03aa5d3452da917,0.65,title: black,deepseek-v4-flash
B07BXHZLV4,attribute_9e6a663d16b7b30d,0.9,Hair Type: Straight,deepseek-v4-flash
B07BXHZLV4,attribute_c633b0a339252bcb,0.8,title: #1B Natural Black,deepseek-v4-flash
B07BXHZLV4,attribute_4340a885b60419a7,0.8,Front Clip in Hair Extensions in title,deepseek-v4-flash
B07KFRJYPJ,attribute_dc3310174ad2d81d,0.95,store: Daisy Fuentes,deepseek-v4-flash
B07KFRJYPJ,attribute_fc6db98750f95668,0.9,Skin Type: All,deepseek-v4-flash
B07KFRJYPJ,attribute_66775ae2ae3e78b4,0.9,Scent: Fresh,deepseek-v4-flash
B07KFRJYPJ,attribute_ad678151a2c91e55,0.9,Item Form: Mask,deepseek-v4-flash
B07KFRJYPJ,attribute_61aaf750d3bbc379,0.9,Product Benefits: Hydrating,deepseek-v4-flash
B07KFRJYPJ,attribute_02ed94db9b5d9d14,1.0,All,deepseek-v4-flash
B07KFRJYPJ,attribute_0727b5b8b557c771,1.0,Mask,deepseek-v4-flash
B07KFRJYPJ,attribute_dd997e623e6ff0b3,1.0,Hydrating,deepseek-v4-flash
B08B2Q6BJ7,attribute_346c09e2a842bca9,0.95,store: CHARLOTTE TILBURY,deepseek-v4-flash
B08B2Q6BJ7,attribute_0978c2ed559ebc5a,0.9,Item Form: Drops,deepseek-v4-flash
B08B2Q6BJ7,attribute_1236e575a38c6f3a,1.0,Drops,deepseek-v4-flash
B08HN147NV,attribute_fe7eb03171cbd908,0.95,store: Ornate Hair,deepseek-v4-flash
B08HN147NV,attribute_0efeb815415e9186,0.9,Material: Human Hair,deepseek-v4-flash
B08HN147NV,attribute_b94f5b76fc2deb05,0.9,Hair Type: Kinky,deepseek-v4-flash
B08HN147NV,attribute_ec1264b4311e7b7e,0.75,title: 18inch,deepseek-v4-flash
B08HN147NV,attribute_f03aa5d3452da917,0.65,title: black,deepseek-v4-flash
B08HN147NV,attribute_bc88e0c708d5a28c,1.0,Kinky,deepseek-v4-flash
B00TISI070,attribute_cb925c034b502d26,0.75,title: 32oz,rules
B00TISI070,attribute_dade4590d7137f15,0.65,title: gold,rules
B07FQG965K,attribute_894053ed8fb9d4d9,0.95,store: Lantique,rules
B07BMD3BCW,attribute_185db78069528b67,0.95,store: Free Ship Deal ARBrend,rules
B07MMB6T1B,attribute_8705fd4fce49c38b,0.95,store: BESTOOL,deepseek-v4-flash
B07MMB6T1B,attribute_0aad32830a89bc1c,0.9,Material: Nylon,deepseek-v4-flash
B07MMB6T1B,attribute_0eefc311241fec93,0.9,"Hair Type: Dry, Curly, Fine",deepseek-v4-flash
B07MMB6T1B,attribute_2ac91817c6dc2ed6,0.9,Unit Count: 1.00 Count,deepseek-v4-flash
B007MJKGEC,attribute_06c55d5f043625e3,0.95,store: Jordana,deepseek-v4-flash
B007MJKGEC,attribute_fc6db98750f95668,0.9,Skin Type: All,deepseek-v4-flash
B007MJKGEC,attribute_a0f92e4defc47e1c,0.9,Item Form: Stick,deepseek-v4-flash
B007MJKGEC,attribute_2f222083c2390ce0,0.65,title: pink,deepseek-v4-flash
B07G2P4K7D,attribute_a72532745296f324,0.95,store: M.A.C,deepseek-v4-flash
B07G2P4K7D,attribute_fc6db98750f95668,0.9,Skin Type: All,deepseek-v4-flash
B07G2P4K7D,attribute_dad475d9f4aaf5d5,0.9,"Item Form: Liquid,Powder",deepseek-v4-flash
B07G2P4K7D,attribute_d6f11db010f4fb38,0.9,Product Benefits: Smoothening,deepseek-v4-flash
B0798PTV19,attribute_d039ffde56d90c72,0.95,store: Elixir,deepseek-v4-flash
B0798PTV19,attribute_af71680c3079f29f,0.9,Item Form: Cream,deepseek-v4-flash
B0798PTV19,attribute_11e610d24b0771b9,0.9,Unit Count: 1.00 Fl Oz,deepseek-v4-flash
B0798PTV19,attribute_c1558adbbf34d6d6,0.75,title: 75 ml,deepseek-v4-flash
B0798PTV19,attribute_435bc39626e55af4,0.8,Cream balm for foot,deepseek-v4-flash
B0798PTV19,attribute_65b31f554aeafc2f,0.9,Cream balm for foot,deepseek-v4-flash
B0798PTV19,attribute_124c2a66eafd68ee,0.9,with an extract of the leech,deepseek-v4-flash
B010X7D7X6,attribute_3835e2fe857c9dd0,0.95,store: DFX Hair,deepseek-v4-flash
B010X7D7X6,attribute_0efeb815415e9186,0.9,Material: Human Hair,deepseek-v4-flash
B010X7D7X6,attribute_e8e7fea2a5737144,0.9,Color: Natural,deepseek-v4-flash
B010X7D7X6,attribute_f5014e73afcc8131,0.9,Hair Type: Wavy,deepseek-v4-flash
B010X7D7X6,attribute_60c2b7749ed64fa5,0.75,title: 30 inches,deepseek-v4-flash
B010X7D7X6,attribute_76a1cbe5b6604631,1.0,8~30 inches,deepseek-v4-flash
B010X7D7X6,attribute_03ed2581a6f2d59d,1.0,Brazilian Virgin Human Hair Extension,deepseek-v4-flash
B08CRL6H24,attribute_076f252ded210f2c,0.95,store: Coisini,deepseek-v4-flash
B08CRL6H24,attribute_0efeb815415e9186,0.9,Material: Human Hair,deepseek-v4-flash
B08CRL6H24,attribute_3c6b220fd942dff3,0.9,Hair Type: Straight,deepseek-v4-flash
B08CRL6H24,attribute_88e1565a75b5f23a,0.75,title: 10 Inch,deepseek-v4-flash
B08CRL6H24,attribute_2e69819f90e65698,1.0,Hair Type: Straight,deepseek-v4-flash
B08CRL6H24,attribute_4c146eb163e57be0,0.9,Natural Color from title,deepseek-v4-flash
B08CRL6H24,attribute_d8a9cc41286533ea,0.9,Lace Front Wigs from title,deepseek-v4-flash
B08CRL6H24,attribute_ad9e3d6f7879663a,0.9,Short Bob Wigs from title,deepseek-v4-flash
B08CRL6H24,attribute_a086edaf465b1b4d,0.9,Middle Part from title,deepseek-v4-flash
B08CRL6H24,attribute_ed1a91f96d50fef8,0.8,Pre Plucked from title,deepseek-v4-flash
B072JC1JV2,attribute_dade4590d7137f15,0.65,title: gold,rules
B07F5TJZQ7,attribute_bff23e9b75506397,0.95,store: RufnTop,rules
B00JZK3A1M,attribute_28b3245e3c14a966,0.95,store: AivmolIk,rules
B00JZK3A1M,attribute_1ab4b8ffdfec4f8f,0.65,title: white,rules
B01AY42P36,attribute_94f1c02ccfe3364c,0.95,store: VAGA,rules
B01AY42P36,attribute_46a55037d00ad97d,0.65,title: silver,rules
B01DM4ROS6,attribute_3387a3ad90750799,0.95,store: CHuangQi,rules
B01DM4ROS6,attribute_f03aa5d3452da917,0.65,title: black,rules
B078JJW9GV,attribute_900c2d388352fa76,0.95,store: COSRX,rules
B078JJW9GV,attribute_58148a218b8b52c4,0.75,title: 75ml,rules
B00T5KQAUU,attribute_c4536a17cd0e895a,0.95,store: Generic,rules
B099PLWWQY,attribute_98c783edc4ae8ebc,0.95,store: sinyanail,rules
B099PLWWQY,attribute_7d285dc2aa4b2dee,0.75,title: 52 Pcs,rules
B099PLWWQY,attribute_dade4590d7137f15,0.65,title: gold,rules
B071PCCMFF,attribute_241a0b89b4acac63,0.75,title: 20 Pcs,rules
B071PCCMFF,attribute_72f40f803eb5363f,0.65,title: blonde,rules
B08J3QLHXG,attribute_0770e29f006b2d97,0.95,store: K'ryssma,deepseek-v4-flash
B08J3QLHXG,attribute_0aad32830a89bc1c,0.9,Material: Nylon,deepseek-v4-flash
B08J3QLHXG,attribute_3c6b220fd942dff3,0.9,Hair Type: Straight,deepseek-v4-flash
B08J3QLHXG,attribute_89ad30dca8d83d67,0.75,title: 24 inches,deepseek-v4-flash
B08J3QLHXG,attribute_5c7e38781ffcc3cd,0.65,title: purple,deepseek-v4-flash
B08J3QLHXG,attribute_dd9c8ba4ead8d7cb,0.9,Ombre Grey Lace Front Wigs with Purple Roots,deepseek-v4-flash
B08J3QLHXG,attribute_2e69819f90e65698,0.95,Hair Type Straight,deepseek-v4-flash
B08J3QLHXG,attribute_d8a9cc41286533ea,0.9,Lace Front Wigs,deepseek-v4-flash
