attribute_id,name,value,attribute_type
attribute_c885d12ed2e26f92,brand,farmermaker,brand
attribute_6c57fe59edb4b29a,size,10ml,size
attribute_402fbc5460267f4d,brand,qrbxa,brand
attribute_a0f92e4defc47e1c,texture,stick,texture
attribute_3c78a96ee5d233e5,benefit,"stain,makeup remover,brightening,gentle,long-lasting,makeup",benefit
attribute_241a0b89b4acac63,size,20 pcs,size
attribute_2e45686e390f9277,brand,genuine african formula,brand
attribute_c0ba13428d7f1621,size,8.00 fl oz,size
attribute_b7f2fbfcf270c92a,brand,degree,brand
attribute_7dcabe8b976d0468,product_type,antiperspirant deodorant,product_type
attribute_668ec7293536c844,scent,clean neutral citrus,scent
attribute_dc89b226e436ec23,benefit,48-hour protection,benefit
attribute_222b99ad5e0c9477,usage,men,usage
attribute_665f854442c22949,brand,asquith & somerset,brand
attribute_2d0de2dba34009e6,product_type,salt scrub,product_type
attribute_2e59c87f4811f8a0,ingredient,coconut extract,ingredient
attribute_3eb04d1af3a1e8c9,brand,youclean,brand
attribute_dc671fb92996a58d,scent,tea party,scent
attribute_fc903d76c6521c0c,product_type,hand soap sheets,product_type
attribute_400ff1251bc79406,benefit,antibacterial,benefit
attribute_189773af89092471,material,plant-based ingredients,material
attribute_12386dcb7036c613,brand,dr.althea,brand
attribute_8fc0fc81776a0e7f,size,1.75 fl oz,size
attribute_6b49a7cea6ab5b0b,brand,hempz,brand
attribute_09d1323b702dd3e5,scent,mango,scent
attribute_0cc99efeb3507807,size,6.00 fl oz,size
attribute_0359ca386e43c481,brand,tweexy,brand
attribute_0a830a0b71ef95ce,color,bonbon pink - spa green,color
attribute_59a140c1e151f0ba,brand,canmake,brand
attribute_2cc7d97b0f43a803,brand,boston nail art,brand
attribute_69f55f3675cf0aba,brand,rosalind,brand
attribute_9869a09bb090a3e0,size,4.0 ounce,size
attribute_4709337aee0ea0fd,brand,eizniz,brand
attribute_14d1b8cad5f34f67,material,wool,material
attribute_02818d64fc41f7fa,size,1.7637 ounce,size
attribute_d457f80056de2e67,size,320g,size
attribute_900f39da4791bc1e,brand,unilever,brand
attribute_7329e16749ccebc6,scent,almond,scent
attribute_b908008de1708136,size,12 oz,size
attribute_053141523094091f,brand,jffx,brand
attribute_4fba6f3cfc8206d0,size,80g,size
attribute_4e0beef63f1ba232,brand,vaupan,brand
attribute_d3f93fb37fe22120,brand,fashiontats,brand
attribute_5b795c08ea06eb3f,color,"red, clear",color
attribute_131f7a9ba5137514,size,28 piece set,size
attribute_0c6ec1bcaf559b7b,brand,bath accessories,brand
attribute_0aad32830a89bc1c,material,nylon,material
attribute_a4ebc76a1fabaee3,color,bicycles,color
attribute_98b62b753c45651c,size,1-pack,size
attribute_bbb6fb8ecad762be,brand,madholly,brand
attribute_8166dd5498eb480d,material,kc gold,material
attribute_4dbd28dfa71202ca,color,"gold,white",color
attribute_542e93f2ccb109b5,brand,chop mall,brand
attribute_1069a20e86fae9e1,brand,mise en scene,brand
attribute_84ac5032da6d80a8,texture,foam,texture
attribute_4f2261b639dab4c6,hair_type,normal,other
attribute_903af2025e25a7c3,brand,lashview,brand
attribute_eb2c589f77a4e2ad,texture,individual,texture
attribute_7f4f251ddccda267,size,0.07mm,size
attribute_ce231ca028103daa,brand,plexaderm,brand
attribute_e458ed9489bc8650,brand,vivo per lei & jarosa mr. moth,brand
attribute_b0e7639675c3e763,size,1.7 fl.oz,size
attribute_cc9947b93d12d567,brand,tongcloud,brand
attribute_f34bbb98415aa05f,brand,fongly,brand
attribute_585c692bdbfef718,brand,goldfinch,brand
attribute_25463c047f4416ec,size,10 inches,size
attribute_8e910a68ab7bbb9b,brand,newport cosmeceuticals,brand
attribute_eadb26207a132ac7,skin_type,"oily, combination, dry, normal",skin_type
attribute_ed1433ed3c42ce21,brand,tecbeauty,brand
attribute_bea2908857f15af9,brand,cherubb,brand
attribute_eaf80224953940f3,color,nude,color
attribute_5426ae370f0305c2,size,one size fits all,size
attribute_5997510a7e03ce8e,quantity,100,other
attribute_afe2644fd97b63ff,target_group,baby girls,target_area
attribute_aab0e6464d9ac0bd,closure_type,snap,other
attribute_d58913379b9a9427,brand,sofeiyan,brand
attribute_03ed2581a6f2d59d,product_type,hair extension,product_type
attribute_857b7e75c7242c90,color,off black,color
attribute_9e04c9fc363cde8b,attachment,clip in,usage
attribute_f809ae7b235f0804,brand,faaal,brand
attribute_564293b96031155b,product_type,ponytail extension,product_type
attribute_4eea98ff36c0c0e3,color,jet black,color
attribute_5e6b97f3efba1794,weight,80g,other
attribute_c15b49b9ce2e04ab,brand,laavoo,brand
attribute_43726ead1f1ab0d8,brand,vivilly,brand
attribute_1f377756d4da4ed9,brand,dodo,brand
attribute_7ac65a24bc64e3d7,material,polybutylene terephthalate fiber,material
attribute_17c64989f60d2d73,size,07mm,size
attribute_bd927388d4779892,brand,wet n wild,brand
attribute_188477a97f592690,brand,iteryn,brand
attribute_f2842a1505e6176c,hair_type,"wavy, dry, curly, thick",other
attribute_b855367f0fae3303,hair type,"wavy, dry, curly, thick",other
attribute_04bf0ea28b030c7b,unit count,2,other
attribute_db9d4112dbe694d0,color,"black, pink",color
attribute_c2c7a62e61e04543,product type,detangling brush set,product_type
attribute_0b520570b9fb9461,brand,wild man tame beard,brand
attribute_3531b62ea3cfae30,scent,unscented,scent
attribute_03ec94aec1ae46f9,texture,"oil, wax",texture
attribute_ac46e4a4dd3ef7b4,hair_type,coarse,other
attribute_aa7ddf34ef02a42d,item form,"oil, wax",other
attribute_65a2344999079f5c,hair type,coarse,other
attribute_5b18a77dfb0570fe,product type,beard grooming kit,product_type
attribute_9e6a663d16b7b30d,hair type,straight,other
attribute_4340a885b60419a7,product type,clip in hair extensions,product_type
attribute_dc3310174ad2d81d,brand,daisy fuentes,brand
attribute_ad678151a2c91e55,texture,mask,texture
attribute_0727b5b8b557c771,item form,mask,product_type
attribute_dd997e623e6ff0b3,product benefits,hydrating,benefit
attribute_346c09e2a842bca9,brand,charlotte tilbury,brand
attribute_0978c2ed559ebc5a,texture,drops,texture
attribute_1236e575a38c6f3a,item form,drops,product_type
attribute_fe7eb03171cbd908,brand,ornate hair,brand
attribute_b94f5b76fc2deb05,hair_type,kinky,other
attribute_bc88e0c708d5a28c,hair type,kinky,texture
attribute_cb925c034b502d26,size,32oz,size
attribute_894053ed8fb9d4d9,brand,lantique,brand
attribute_185db78069528b67,brand,free ship deal arbrend,brand
attribute_8705fd4fce49c38b,brand,bestool,brand
attribute_0eefc311241fec93,hair_type,"dry, curly, fine",other
attribute_06c55d5f043625e3,brand,jordana,brand
attribute_a72532745296f324,brand,m.a.c,brand
attribute_dad475d9f4aaf5d5,texture,"liquid,powder",texture
attribute_d039ffde56d90c72,brand,elixir,brand
attribute_c1558adbbf34d6d6,size,75 ml,size
attribute_435bc39626e55af4,product_type,foot balm,product_type
attribute_65b31f554aeafc2f,target_area,foot,target_area
attribute_124c2a66eafd68ee,ingredient,leech extract,ingredient
attribute_3835e2fe857c9dd0,brand,dfx hair,brand
attribute_e8e7fea2a5737144,color,natural,color
attribute_60c2b7749ed64fa5,size,30 inches,size
attribute_76a1cbe5b6604631,length,8-30 inches,size
attribute_076f252ded210f2c,brand,coisini,brand
attribute_2e69819f90e65698,hair type,straight,texture
attribute_4c146eb163e57be0,color,natural color,color
attribute_d8a9cc41286533ea,product type,lace front wig,product_type
attribute_ad9e3d6f7879663a,product type,bob wig,product_type
attribute_a086edaf465b1b4d,part type,middle part,other
attribute_ed1a91f96d50fef8,pre plucked,yes,other
attribute_bff23e9b75506397,brand,rufntop,brand
attribute_28b3245e3c14a966,brand,aivmolik,brand
attribute_3387a3ad90750799,brand,chuangqi,brand
attribute_900c2d388352fa76,brand,cosrx,brand
attribute_58148a218b8b52c4,size,75ml,size
attribute_c4536a17cd0e895a,brand,generic,brand
attribute_98c783edc4ae8ebc,brand,sinyanail,brand
attribute_7d285dc2aa4b2dee,size,52 pcs,size
attribute_0770e29f006b2d97,brand,k'ryssma,brand
attribute_89ad30dca8d83d67,size,24 inches,size
attribute_dd9c8ba4ead8d7cb,color,ombre grey with purple roots,color
attribute_971eda0e52b77c61,brand,alba botanica,brand
attribute_0eefab86cb6b8280,product type,leave-in conditioning mist,product_type
attribute_84069a1262d3c901,size,2 count,size
attribute_4c6355c908ed261d,brand,maybelline,brand
attribute_5a68db79b682d835,color,blonde (100),color
attribute_eafca84924ca1afb,product type,brow shaping chalk,product_type
attribute_decbf6944c4ba1ed,brand,my-lady,brand
attribute_cabcafb5cff1d48f,size,20 inch,size
attribute_d4765bfe065afe67,length,20 inch,size
attribute_a9cda3a028f2c99c,weight,90g,size
attribute_603f48abd5d3896b,color,1b natural black,color
attribute_27d380881f0af077,texture,"lotion,oil",texture
attribute_b19ebac6b8c24c2d,brand,neutrogena,brand
attribute_5192daa8fa76cbd6,skin type,sensitive,skin_type
attribute_dd0f9c169e36569e,form,"lotion, oil",texture
attribute_6d57d100f8b6950f,formula,light sesame,ingredient
attribute_d713346a486d82b4,product type,body oil moisturizer,product_type
attribute_94c667c9f3e07829,brand,teensery,brand
attribute_4e91551968e1f908,size,5 ml,size
attribute_9b2e84a4cb54bdae,capacity,5 ml,size
attribute_5b30e4aa8fcd32b1,color,amber,color
attribute_0301f8e8049cc46a,product type,bottle container,product_type
attribute_4d91775991bd55c0,quantity,12,size
attribute_4a11d48a2307804f,brand,xcoser,brand
attribute_e3fd5743ce32bccf,hair type,curly,texture
attribute_ca9b16f18c344edd,product type,wig,product_type
attribute_df47d737857f4185,size,6.0 count,size
attribute_d8b5d5d49d0e383b,brand,yeshan,brand
attribute_99e4aa0e9d06199f,unit count,6,other
attribute_b155702c618b21a4,product type,hair clip,product_type
attribute_1ec5e48f57c210fc,brand,sally hansen,brand
attribute_f72e8867a7ef8c83,color,golden,color
attribute_675d596a67152d27,product type,nail polish,product_type
attribute_dfeeaf4a601792cc,brand,bxt,brand
attribute_2c383c5daa7427f3,brand,liang dian,brand
attribute_75bc6c3e86c99fc5,texture,deep wave,texture
attribute_7d1224adb5de7317,product type,hair bundles with closure,product_type
attribute_6679bdba938588c4,brand,tula,brand
attribute_93fccd5397ec4a44,scent,watermelon,scent
attribute_20ecf3163f110e23,size,3.4 ounce,size
attribute_545a7b86a69d38a9,benefit,moisturizing,benefit
attribute_b77ec041798d9e36,ingredient,watermelon fruit extract,ingredient
attribute_71f5a55eb347599f,ingredient,blueberry extract,ingredient
attribute_9b25c5cd5f95ef64,product type,face cream,product_type
attribute_bc3e0239358c7221,brand,mac,brand
attribute_2ccce691d80f3ddd,product type,foundation stick,product_type
attribute_4016a980608262b7,color,nw13,color
attribute_63347bee8661c3b3,texture,matte,texture
attribute_77013b84d61bf316,brand,belle,brand
attribute_5eecfb346a5bf362,brand,zyoung,brand
attribute_64d345060e7e7528,size,4 pcs,size
attribute_b58d324e74b27500,brand,mont bleu,brand
attribute_1355bb972ebb545d,color,"blue,purple",color
attribute_5c29e311910d84a9,brand,yellow girl,brand
attribute_86ee684009417e94,brand,nobility,brand
attribute_102ec02350d03c9f,brand,k.c. sales,brand
attribute_103a7812bb79b289,brand,it's a nail,brand
attribute_b6e934fafbe566ce,brand,honoson,brand
attribute_01158f69d511115d,size,32 inch,size
attribute_2c2b64b8eeb25a30,brand,josie maran,brand
attribute_8c640d1f0f8de166,size,1.7 ounce,size
attribute_9718571fc11efdcc,size,1.7oz,size
attribute_2a9a78485fcd90d3,scent,red rooibos,scent
attribute_3b7e47f2ad3ff8d6,size,1.7 oz,size
attribute_9abc4d5f24c9e6cb,brand,vasaana,brand
attribute_c9f8b5ea4edd4f95,size,1.75 ounce,size
attribute_0d8c2bef29513678,ingredient,beeswax,ingredient
attribute_959805bd9218b3fb,ingredient,coconut oil,ingredient
attribute_d1e806f821aff0f2,ingredient,shea butter,ingredient
attribute_83da2016c858334a,product_type,body butter,product_type
attribute_2b61ffcc0db28941,texture,butter,texture
attribute_b9c999274abda730,size,1.75 oz,size
attribute_21d8cd034c22be6e,brand,kkinyas,brand
attribute_6d659730928adea2,product_type,eyebrow stamp kit,product_type
attribute_26cdea8339600330,color,gray-brown,color
attribute_8c2e5f5c119d80d2,target_area,eyebrow,target_area
attribute_4644be9c21b57ea6,brand,fanxiton,brand
attribute_c0fe963d67a86bb5,brand,yu zhu,brand
attribute_3ab4ba6a847ebb7c,brand,lades,brand
attribute_e0010c7b89f6793a,size,6 pcs,size
attribute_fff9b83d099d621d,brand,teenitor,brand
attribute_5efbc623871b9747,brand,ynredee,brand
attribute_7368013c92d6c29c,brand,higu clace,brand
attribute_bacf4cec6e8d16a4,size,0.10mm,size
attribute_db4601dfd94686a3,brand,zia,brand
attribute_86c70f5d736aedd1,skin_type,dry,skin_type
attribute_2afa099a84028744,size,6.0 ounce,size
attribute_04fe34e45040875c,brand,showcoco,brand
attribute_ff5385d47a5ef470,brand,qlv,brand
attribute_93e314a21145b252,size,300 ml,size
attribute_d2ab067439a7bf5f,brand,annie,brand
attribute_861db4fada938088,benefit,nourishing,benefit
attribute_9efea6a81963cecc,color,1b/30 black to medium auburn brown,color
attribute_1caf28943b603e65,size,14 16 18 + 12,size
attribute_4afaceae47a756b2,product_type,hair bundles with closure,product_type
attribute_b612b24fe4a72823,brand,sarangsae,brand
attribute_c71bcc8a9053acce,size,8.113 ounce,size
attribute_75275398eae09b08,size,230g,size
attribute_7ee58038a81d67f1,product_type,semi permanent hair dye,product_type
attribute_14cdbb59cefaf39b,color,mustard yellow,color
attribute_67fb25d65b158bba,size,230g/8.1 oz,size
attribute_9d6d17eebb7965e6,ingredient,plant protein,ingredient
attribute_3978a58abf15c5cc,benefit,uv protection,benefit
attribute_d02dd75c79bb2a49,brand,colourpop,brand
attribute_baad6a595aa58d5f,product_type,super shock cheek highlighter,product_type
attribute_5c21f3536ffe364d,color,whipped,color
attribute_a39bca7cb02459a1,brand,xenia paris,brand
attribute_ff200d9d7a9e0f8f,hair_type,"oily, dry, normal",other
attribute_03050c39e4a3376d,brand,tribute8,brand
attribute_7e1653f248c24a22,scent,tobacco vanille,scent
attribute_5297f9cc67f7eabd,texture,leaf,texture
attribute_2dc9bc39686525f6,size,100ml,size
attribute_52192af437075b73,brand,yes to tomatoes,brand
attribute_54c04e49e835be85,scent,tomatoes,scent
attribute_84597d1eedf7b164,size,6.65 ounce,size
attribute_7b9b0ca2370831d7,size,3.38 oz,size
attribute_c84a33ab70daaa9d,product_type,cleanser,product_type
attribute_299db12ce4261024,ingredient,aloe leaf extract,ingredient
attribute_466030f67ca5cda6,ingredient,tomato extract,ingredient
attribute_6762af3e68a84ac2,ingredient,watermelon seed oil,ingredient
attribute_85503afaaba7c20c,size,6.65 oz,size
attribute_5deb58a3370b6880,benefit,clarifying,benefit
attribute_0718020b6640e230,brand,bliss beauty,brand
attribute_1e819ef1a570ddfc,size,11.0 ounce,size
attribute_8d53d814f267baff,benefit,anti-cellulite,benefit
attribute_31ff393af5ac563f,size,11.0 oz,size
attribute_caa32f77ffd582d9,product_type,eyeshadow,product_type
attribute_ebc9cb1fc8dadcda,color,bronze gala,color
attribute_a128c32b3780e1df,texture,baked,texture
attribute_4d6575a7b5e5e913,brand,kdrose,brand
attribute_a9f0165cd63e34d9,size,5 pcs,size
attribute_cdd01b6301f7cdf1,brand,puddinghair,brand
attribute_0e4aeb4b287459d6,product_type,human hair bundles,product_type
attribute_c629942191295c1e,brand,eyelash evolution,brand
attribute_00ba8920884f84b7,material,"glass,silk",material
attribute_07708c495869adac,size,12mm,size
attribute_5eba8f3f21d7acc3,product_type,eyelash extension kit,product_type
attribute_39a28125998d17e4,item_form,individual,other
attribute_ae10e85f522b8c42,brand,pacmaxi,brand
attribute_94d0b9a091a79adf,color,colorful,color
attribute_56fbeb0ca18fa371,product_type,hair scarf scrunchies organizer,product_type
attribute_46e936fd94a1e9f8,item_form,scrunchie,other
attribute_5ca994bf1584661b,brand,wonder arms,brand
attribute_51807abe1305abfc,brand,aysekone,brand
attribute_88f6919213ed9927,brand,yebeauty,brand
attribute_4ff9518f7639b913,size,2 pair (pack of 1),size
attribute_4d468391f55aa484,brand,susulu,brand
attribute_80d030258aa2c83e,material,chiffon,material
attribute_e9f0dd7a4ac128cb,inner_diameter,1.4 inches,size
attribute_7e877b6953989dd6,outer_diameter,4.3 inches,size
attribute_dee943de113537b3,quantity,24,other
attribute_9ec644ec58f5d435,pattern,"striped, polka dot, check plaid, big polka dot",other
attribute_4c489af2e474a421,brand,chanel,brand
attribute_5975b47939e04628,fragrance_type,flowery,scent
attribute_0be2f29606666b61,notes,"jasmine, citrus",scent
attribute_c1d742784110ff1e,usage,daytime wear,usage
attribute_481b43532d7d19f9,brand,biotique,brand
attribute_c60b64ada9002f85,size,190ml,size
attribute_f3d6d70f9397f4b3,spf,50,other
attribute_741bd82977e918c0,water_resistance,very water resistant,other
attribute_9cf9bb54c13d6655,product_type,sunscreen,product_type
attribute_bda93b9b2270f3ca,ingredient,sandalwood,ingredient
attribute_3e9c8a5f95311441,brand,dongjing,brand
attribute_04d326e7508a5a07,skin_type,sequedad,skin_type
attribute_7580d847dbccfa7b,brand,chromalights,brand
attribute_d9442b107ba21734,size,1.5 oz,size
attribute_13db5654820836fc,brand,elandy,brand
attribute_c489e1bb8d3c0381,brand,tiang,brand
attribute_7a0ec658a672ef0e,material,sponge,material
attribute_9b7b795a336ff82f,product type,makeup sponge,product_type
attribute_21333161e67f3849,brand,osea,brand
attribute_5a627d664ca936b5,item form,cream,texture
attribute_a5632be756a50837,product type,cleanser,product_type
attribute_08aa074fd9743d82,brand,sol sunguard,brand
attribute_47002cdf198a4b2d,size,32 fl oz,size
attribute_5debd6d4b5ecf883,spf,36,benefit
attribute_942365a3fee13246,product type,sunscreen,product_type
attribute_1670ba4aa412fdf3,brand,magic collection,brand
attribute_2c4e347c7dae637f,material,boar,material
attribute_7ec7a4963a66986a,brand,generies,brand
attribute_cb92351ccb0879cd,texture,filer,texture
attribute_2e98c58e2f49d4c7,size,15pcs,size
attribute_df7ec0021bc4ab76,brand,homabachyco,brand
attribute_c4222ddd1f64c9da,texture,wand,texture
attribute_2c1da8db6375f4da,size,100 pack,size
attribute_73be3ea84f97d1ee,brand,hithop,brand
attribute_1a77f4dda9844c42,brand,hittime,brand
attribute_a991997ec241e6c7,size,10pcs,size
attribute_0d939fd15c9baad2,quantity,10,other
attribute_0bb343a162621f77,bar length,15mm,size
attribute_a6428aa6ae03002c,bar width,0.8mm,size
attribute_48daed31ccf0b12b,ball size,3mm,size
attribute_c8df4ab876c47098,target area,nose,target_area
attribute_90813535def16c75,product type,nose bone stud,product_type
attribute_c4af465d44d23056,brand,bobbi brown,brand
attribute_888e48c2cd1bd991,size,31 oz,size
attribute_a428b6d5989a2428,size,0.31 oz (9 g),size
attribute_001df467278e7541,brand,colgate,brand
attribute_d101efc9c3504505,quantity,12,other
attribute_38875b906440b5d9,head size,medium,size
attribute_890590688b3dbb67,benefit,whitening,benefit
attribute_9539bbaae9efe28c,feature,polishing bristles and stain erasing cups,other
attribute_9e1e6fd63c0646c6,strokes per minute,20000,other
attribute_9018aa9eb42be8d0,includes battery,true,other
attribute_06a98333c7bf6ce7,brand,hanascar,brand
attribute_a515cc5f7721c0cc,brand,outyua,brand
attribute_b8b9c77fa03adecf,brand,liansan,brand
attribute_e45335f2c458b7dd,brand,yawamica,brand
attribute_ca7244f64566a05c,material,"cotton, mink fur",material
attribute_21e10b9372879ac3,brand,romoss,brand
attribute_348205c8ca3036be,benefit,"smudge proof,long lasting",benefit
attribute_98a8479a1087ae3a,brand,henitar,brand
attribute_8c1b81faca750ded,size,count of 8,size
attribute_209b3ddccd59e7ad,usage,dog,usage
attribute_09d3d3d3f021e9a3,brand,tru fragrance & beauty,brand
attribute_1667ee3a5854bb9b,scent,"raspberry,rose",scent
attribute_b45f33009b07761a,brand,nivea,brand
attribute_5ca5104b9d48ace7,size,6.00 count,size
attribute_ef6880b97c97f906,size,0.17 ounce,size
attribute_e8dba0ce3786e61b,brand,chennie,brand
attribute_0ebb13a614ecc714,material,microfiber,material
attribute_41165fc243630691,size,2pcs,size
attribute_8bda42f5d38ee8a9,brand,joyoung,brand
attribute_afd60bd71535522f,size,9inch,size
attribute_8567db1ac3439f44,brand,ollacy,brand
attribute_c067f9fcc86a88c0,scent,olive,scent
attribute_ee55535229b98133,brand,buture,brand
attribute_815cfd09d9144b42,brand,hepeeng,brand
attribute_77d0fb154decdfc2,brand,auch,brand
attribute_10f2eb14b7b0ea35,brand,fumud,brand
attribute_2a15e9794f4f2500,material,pearl,material
attribute_145737c268a3d390,brand,derma-nu miracle skin remedies,brand
attribute_7ee618f948370c06,benefit,cleansing,benefit
attribute_2805b5af52cdf281,brand,fani,brand
attribute_26fea90f6c9d11df,size,6 inch,size
attribute_1eebc31f6f4a8afd,brand,ohana mahaalo,brand
attribute_167838150ac66c13,product_type,shampoo,product_type
attribute_53e155f2a54656ea,item_form,liquid,other
attribute_ab1dce8273df8a33,scent,halia nohea,scent
attribute_2ae8e19cbdf097ff,texture,silky,texture
attribute_c2a8ee34dc80b855,brand,marlowe. m blend,brand
attribute_f1afac2b7353d701,product_type,body soufflé,product_type
attribute_09209239196e4d48,item_form,cream,texture
attribute_7edcc1580fc4c042,texture,"soft, creamy, light whipped",texture
attribute_916441ff8b2ef837,scent,"clean, natural",scent
attribute_a1c6928128bc0118,brand,nyx professional makeup,brand
attribute_412537a7a2ae2b56,product_type,eyeshadow stick,product_type
attribute_5525f6933cadeb56,item_form,stick,other
attribute_b6e67a9d0dc117bf,color,graphic con,color
attribute_11f822f4185227a6,brand,oxygenceuticals,brand
attribute_1f82f1b0604c9533,benefit,anti-aging,benefit
attribute_2040c12734dd96d1,brand,gillette,brand
attribute_dcfb411181d3b973,size,16 count,size
attribute_03d93f48a848d5b7,size,8 pack,size
attribute_ba4a9a5532242dd1,brand,sensationnel,brand
attribute_2ffaf69bbdc474ff,brand,chrider,brand
attribute_74b0e8cede2b0e1f,brand,grand parfums,brand
attribute_51d138cd303aec56,color,black lids,color
attribute_c6778fdfc3975644,size,6 pack,size
attribute_e2731a06a742edea,brand,hicarer,brand
attribute_20720ef4da97d832,material,polyethylene terephthalate,material
attribute_40122945a6d54816,brand,alitaver,brand
attribute_f095391529ae7480,texture,flakes,texture
attribute_fbaa1caf113f446f,product_type,nail color,product_type
attribute_17674a02b3254e89,color,slap the bass,color
attribute_04a9511d12bc3bba,texture,glitter,texture
attribute_e4dd33eaa3411b0c,ingredient,toluene free,ingredient
attribute_9c9753be75099f82,ingredient,phthalate free,ingredient
attribute_6cd2b4be8a476db4,brand,easin,brand
attribute_c7aa20b5a1d22d9c,size,3.2 ounce,size
attribute_2ed56e08e70ea520,brand,yotown,brand
attribute_598b2e2623b8275b,size,50pcs,size
attribute_96b972863b17f552,product_type,nail art swatch stick,product_type
attribute_340694c6a42b4270,brand,beyond beauty,brand
attribute_6c316f07f1a9479c,product type,braiding hair extensions,product_type
attribute_87b6a992d5d29dc1,brand,boao,brand
attribute_28a1ffe833296237,product type,eyebrow brush,product_type
attribute_6c40e277416d7845,brand,kleancolor,brand
attribute_c612cc6d12047863,brand,moimax,brand
attribute_2cc9fd8f9a128b98,size,5.5 inch,size
attribute_63ea182c5b043345,brand,moon valley organics,brand
attribute_e54465a180a7cdd2,size,1.9 ounce,size
attribute_f5c859741a0a915e,size,1.9 oz,size
attribute_d226258d4f0234e3,item form,bar,texture
attribute_3f00e3cbff0775c4,product type,lotion bar,product_type
attribute_70dab982e0ca29ce,brand,rapira,brand
attribute_35d1fea9bce82916,size,100.00 count,size
attribute_9f4f652c144a16e4,size,100 count,size
attribute_cff1c137b0cb0fd2,product type,razor blades,product_type
attribute_2fa170176b26343c,brand,patelai,brand
attribute_b00da1e66c5d9a3f,skin type,"all, sensitive",skin_type
attribute_ce9b13de73909189,product type,powder puff,product_type
attribute_4250c652d0783e90,brand,the roosevelts beard company,brand
attribute_dcc6067e374e78ba,brand,camille beckman,brand
attribute_aa768a9815745d03,texture,balm,texture
attribute_5c2375d1c37f4301,size,25 oz,size
attribute_ddd9279c46e0d4a6,product_type,lip balm,product_type
attribute_a33ac6b515bad475,scent,spearmint,scent
attribute_f759d7e8a35a608f,ingredient,cocoa butter,ingredient
attribute_0669ac98a2a2f4f5,size,0.25 oz,size
attribute_349e4ac063adbb07,product_type,serum,product_type
attribute_e6c44d359cd4c62c,ingredient,vitamin c,ingredient
attribute_b52d1ccf65d9a160,ingredient,hyaluronic acid,ingredient
attribute_622260047186d45c,ingredient,vitamin e,ingredient
attribute_08217527339654da,benefit,anti-wrinkle,benefit
attribute_1d4502a48078ab37,benefit,skin repair,benefit
attribute_d3b2b5f72635944a,brand,black 'n gold,brand
attribute_662e1c2168ce6ec1,product_type,braiding hair,product_type
attribute_e475c2aad7b4d3ac,texture,straight,texture
attribute_61347fd064c35955,brand,n nayasa,brand
attribute_d524753d56d9d70d,product_type,wig,product_type
attribute_6971c6873347a03a,density,150%,other
attribute_79810b46dd2e951a,brand,jaciya,brand
attribute_1ebbfdb405f1b38d,material,velvet,material
attribute_1b73241e688605d6,product_type,hair scrunchie,product_type
attribute_4e2bfdfe1530e038,brand,mudshi,brand
attribute_3cc6a4fc15915c34,brand,sleecom,brand
attribute_6e08f48d3fe5fe31,brand,meeshirer,brand
attribute_23d0b4e555921ec9,skin_type,"mature,all skin types",skin_type
attribute_ea2cb849cd83aa31,size,1.7 fl oz,size
attribute_a2709ee96df10c3f,skin type,"mature, all skin types",skin_type
attribute_fe2be9d6e3507760,benefit,firming,benefit
attribute_08737e2787fc7f2d,target area,bust,target_area
attribute_1250caac5e440440,usage,massage,usage
attribute_f380b0c2ea7c1045,product type,bust cream,product_type
attribute_3041ddd023a5706f,brand,dr.jacobs naturals,brand
attribute_8438ad776e83798d,size,5 oz,size
attribute_053ba76660e50ba6,brand,dr. jacobs naturals,brand
attribute_3ea3244eed8f894a,product type,castile soap,product_type
attribute_1679a6b5f1aa52c2,hypoallergenic,yes,other
attribute_cbf751b274696550,benefit,exfoliating,benefit
attribute_18a26003adbc81fb,vegan,yes,other
attribute_dc9dbe49114c734f,brand,vgte,brand
attribute_bf5f5e61ea7cc020,size,0.40 fl.oz,size
attribute_8ac18c40d9575c05,brand,eyemajic,brand
attribute_1525e89a34eeee1f,texture,instant,texture
attribute_4666277acc660129,benefit,instant,benefit
attribute_afc295283d423c58,color,romanesque,color
attribute_ca798ca14f8a02ab,size,5 pair pack,size
attribute_c91004f093c7d903,item_form,instant,other
attribute_7e69a6b9af9ce0aa,brand,lunana beauty,brand
attribute_7564b9893d3d6393,product_type,eyebrow tattoo pen,product_type
attribute_e14180f0a257a1fe,color,chestnut,color
attribute_0b8604a0bcbbecb4,item_form,pencil,other
attribute_2050081e8964870c,benefit,natural looking,benefit
attribute_036c4b031a49b5bc,usage,stays on all day,usage
attribute_49771d4c362284ed,tip_type,micro-fork tip,other
attribute_ef564dfb7bf8597c,brand,organized travel,brand
attribute_0965acc7f999ea79,material,polyurethane,material
attribute_eaec99aad2511881,brand,annemarie borlind,brand
attribute_219a759606adbdc0,size,0.15 oz,size
attribute_5cff773b0551d588,brand,denzac,brand
attribute_9e2ba312b0e31ad4,brand,“n/a”,brand
attribute_c1c17a9b0eaf6b93,size,8 inches,size
attribute_0b952fb30314dbf3,brand,n.y.c.,brand
attribute_a5865a3a7d03ceb5,size,8.00 count,size
attribute_b7e7c464abc8e849,product type,liquid eyeliner,product_type
attribute_2f150fe2233c9634,target area,eyes,target_area
attribute_aed8c9e0b987c8c4,brand,aigemei,brand
attribute_5bcd81da32b49a60,product type,crochet hair extensions,product_type
attribute_7128e0bd65638b7d,brand,polly online,brand
